sName,sSymbol,eligble voters,voters,droped,valid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,district,subdistrict,Natural area,Municipal status,Metropolitan affiliation,religion,Total Population 2018,Jews and others,Thereof: Jews,Arabs,Founding year,Current type of locality,Organizational affiliation,Coordinates,height,Planning Commission,Police space,year,Cluster Local Authorities
Mizpe Ramon,99,3673,2092,17,2075,1,354,0,0,0,215,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,0,1,224,3,7,1,0,0,643,0,0,0,308,61,122,0,88,0,0,0,6,62,626.0,99.0,0.0,1.0,5221.0,5029.0,4613.0,192.0,1954,180,0.0,1808350381.0,460.0,613.0,10001918.0,2018,610.0
Me'ir Shefeya,102,118,63,1,62,1,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,18,0,0,0,24,0,0,0,0,0,0,0,3,32,322.0,15.0,0.0,1.0,286.0,248.0,187.0,38.0,1923,340,0.0,1975772192.0,63.0,303.0,10004333.0,2018,0.0
Tel Adashim,103,846,658,1,657,0,102,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,31,0,0,0,0,0,127,0,0,0,357,2,7,0,3,0,0,0,2,23,234.0,9.0,0.0,1.0,1480.0,1471.0,1440.0,9.0,1923,310,1.0,2286472908.0,80.0,254.0,10004394.0,2018,213.0
Mizra,104,683,488,1,487,0,209,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,17,0,0,0,244,0,1,0,0,0,0,0,2,23,234.0,9.0,0.0,1.0,772.0,771.0,749.0,1.0,1923,330,15.0,2271472850.0,90.0,254.0,10004394.0,2018,213.0
Kefar Gid'on,106,182,140,0,140,0,5,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,29,0,0,0,9,21,61,0,3,0,0,0,2,23,234.0,9.0,0.0,1.0,348.0,348.0,346.0,0.0,1923,310,19.0,2276072774.0,83.0,254.0,10004394.0,2018,213.0
Kefar Silver,107,97,35,0,35,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,23,0,0,0,0,0,0,0,6,61,614.0,36.0,0.0,1.0,275.0,259.0,202.0,16.0,1957,340,0.0,1632562022.0,50.0,633.0,10001821.0,2018,0.0
Kefar Hasidim Alef,112,516,393,1,392,0,28,0,0,0,76,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,73,0,0,0,152,17,18,0,12,0,0,0,3,31,311.0,12.0,222.0,1.0,834.0,825.0,814.0,9.0,1924,310,19.0,2089873955.0,8.0,301.0,10004207.0,2018,0.0
Addirim,113,230,191,0,191,0,2,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,84,0,0,0,9,62,8,0,9,0,0,0,2,23,234.0,8.0,0.0,1.0,279.0,279.0,278.0,0.0,1956,310,1.0,2257971719.0,69.0,204.0,10004394.0,2018,213.0
Hofit,115,737,521,0,521,0,118,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,17,0,1,0,0,0,42,0,0,0,324,0,2,0,0,0,0,0,4,41,411.0,16.0,141.0,1.0,753.0,753.0,744.0,0.0,1955,350,0.0,1883669905.0,8.0,409.0,15000060.0,2018,0.0
Ramat Yishay,122,5665,4199,9,4190,0,580,0,0,0,152,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,226,1,3,0,0,0,1044,0,0,0,2058,48,15,0,50,0,0,0,2,23,235.0,99.0,242.0,1.0,7722.0,7714.0,7578.0,8.0,1925,180,0.0,2158173426.0,62.0,257.0,10004411.0,2018,0.0
Sarid,126,752,549,3,546,0,224,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,26,0,0,0,0,0,25,0,0,0,255,2,1,0,3,0,0,0,2,23,234.0,9.0,0.0,1.0,874.0,874.0,849.0,0.0,1926,330,15.0,2214672985.0,57.0,254.0,10004411.0,2018,213.0
Ramat Rahel,127,358,284,0,284,0,64,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,23,0,0,0,175,2,0,0,3,0,0,0,1,11,111.0,26.0,444.0,1.0,545.0,545.0,532.0,0.0,1926,330,15.0,2207962740.0,738.0,151.0,15000705.0,2018,0.0
Gat Rimmon,128,198,147,0,147,0,28,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,29,0,0,0,66,3,3,0,0,0,0,0,4,42,422.0,20.0,132.0,1.0,312.0,312.0,306.0,0.0,1926,350,0.0,1888366395.0,53.0,417.0,10002116.0,2018,0.0
Mishmar HaEmeq,130,951,719,0,719,0,400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,16,0,0,0,291,0,1,0,0,0,0,0,2,23,234.0,13.0,0.0,1.0,1255.0,1255.0,1185.0,0.0,1926,330,15.0,2136372399.0,82.0,254.0,10004394.0,2018,213.0
Kefar Barukh,132,362,291,0,291,0,44,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,72,0,0,0,155,1,1,0,3,0,0,0,2,23,234.0,9.0,0.0,1.0,579.0,579.0,572.0,0.0,1926,310,1.0,2181772798.0,45.0,254.0,10004411.0,2018,213.0
Gevat,133,681,560,1,559,0,212,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,18,0,0,0,316,0,0,0,2,0,0,0,2,23,234.0,9.0,0.0,1.0,935.0,935.0,922.0,0.0,1926,330,15.0,2202173114.0,65.0,254.0,10004411.0,2018,213.0
Yif'at,134,826,636,11,625,0,207,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,0,0,0,0,0,60,0,0,0,318,3,0,0,5,0,0,0,2,23,234.0,9.0,0.0,1.0,1152.0,1151.0,1127.0,1.0,1926,330,15.0,2212773145.0,100.0,254.0,10004411.0,2018,213.0
Ramat Dawid,135,355,288,2,286,0,86,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,21,0,0,0,166,0,0,0,0,0,0,0,2,23,234.0,9.0,0.0,1.0,503.0,503.0,494.0,0.0,1926,330,15.0,2192473153.0,58.0,254.0,10004411.0,2018,213.0
En Shemer,139,587,428,1,427,0,201,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,1,0,0,13,0,0,0,189,1,0,0,2,0,0,0,3,32,324.0,14.0,0.0,1.0,553.0,553.0,535.0,0.0,1927,330,15.0,2009070775.0,40.0,351.0,10004261.0,2018,0.0
Kefar Yehoshua,140,828,654,0,654,0,163,0,0,0,10,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,21,0,1,0,0,0,38,0,0,0,403,1,0,0,1,0,0,0,2,23,235.0,9.0,0.0,1.0,1221.0,1221.0,1187.0,0.0,1927,310,1.0,2145773196.0,30.0,254.0,10004411.0,2018,213.0
Baraq,141,306,227,1,226,0,25,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,92,0,0,0,83,5,1,0,0,0,0,0,2,23,234.0,8.0,0.0,1.0,410.0,410.0,408.0,0.0,1956,310,1.0,2251371651.0,70.0,204.0,10004394.0,2018,213.0
Sede Ya'aqov,142,626,494,0,494,0,31,0,0,0,225,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,123,0,0,0,65,9,7,0,18,0,0,0,2,23,235.0,9.0,0.0,1.0,1108.0,1108.0,1103.0,0.0,1927,310,2.0,2135273371.0,40.0,254.0,10004411.0,2018,213.0
Bet Zera,143,609,375,0,375,0,162,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,13,0,0,0,180,1,1,0,0,0,0,0,2,22,221.0,6.0,0.0,1.0,590.0,590.0,564.0,0.0,1926,330,15.0,2540573277.0,-220.0,214.0,10004552.0,2018,214.0
Gan Shelomo,144,398,319,1,318,0,129,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,10,0,0,0,166,1,0,0,2,0,0,0,4,44,441.0,28.0,143.0,1.0,572.0,572.0,528.0,0.0,1927,330,15.0,1810764287.0,37.0,456.0,15002488.0,2018,420.0
Gadish,145,275,188,0,188,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,144,0,0,0,6,12,2,0,8,0,0,0,2,23,234.0,8.0,0.0,1.0,386.0,386.0,384.0,0.0,1956,310,1.0,2232471829.0,64.0,204.0,10004394.0,2018,213.0
Devora,146,230,165,0,165,0,27,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,35,0,0,0,83,3,0,0,2,0,0,0,2,23,234.0,8.0,0.0,1.0,232.0,232.0,227.0,0.0,1956,310,1.0,2250571762.0,66.0,204.0,10004394.0,2018,213.0
Giv'at Brenner,147,1875,1412,4,1408,1,444,0,0,0,31,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,33,0,1,0,0,0,131,0,0,0,735,4,2,0,9,0,0,0,4,44,441.0,28.0,143.0,1.0,2703.0,2703.0,2651.0,0.0,1928,193,0.0,1812764167.0,45.0,456.0,15002488.0,2018,420.0
Tel Mond,154,9348,7078,28,7050,2,772,0,0,0,407,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,279,1,7,1,0,0,1696,0,0,0,3552,178,45,0,85,0,0,0,4,41,411.0,99.0,141.0,1.0,12862.0,12857.0,12690.0,5.0,1929,170,0.0,1924068439.0,20.0,457.0,15000060.0,2018,0.0
Be'er Toviyya,155,805,664,0,664,0,111,0,0,0,11,33,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,63,0,0,0,413,7,0,0,3,0,0,0,6,61,611.0,33.0,143.0,1.0,1214.0,1214.0,1197.0,0.0,1930,310,1.0,1738362694.0,40.0,616.0,10001821.0,2018,420.0
Ayanot,156,136,53,0,53,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,17,0,0,0,4,0,0,0,4,44,442.0,27.0,143.0,1.0,390.0,388.0,331.0,2.0,1930,340,0.0,1781664704.0,20.0,456.0,15002488.0,2018,0.0
En Wered,157,1091,879,2,877,0,161,0,0,0,15,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,26,0,0,0,0,0,46,0,0,0,540,1,4,0,3,0,0,0,4,41,411.0,18.0,141.0,1.0,1512.0,1511.0,1493.0,1.0,1930,310,1.0,1937568567.0,41.0,412.0,15000060.0,2018,0.0
Na'an,158,1295,981,1,980,1,389,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,0,0,0,0,0,48,0,0,0,495,0,0,0,1,0,0,0,4,43,432.0,30.0,143.0,1.0,1671.0,1671.0,1636.0,0.0,1930,330,15.0,1866664346.0,83.0,426.0,10002241.0,2018,0.0
Bet Hanan,159,522,404,0,404,0,72,0,0,0,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,46,0,0,0,222,2,0,0,1,0,0,0,4,44,442.0,27.0,143.0,1.0,548.0,547.0,544.0,1.0,1930,310,1.0,1786964903.0,28.0,456.0,15002488.0,2018,0.0
Hulda,160,643,523,1,522,0,142,0,0,1,11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,70,0,0,0,274,1,2,0,2,0,0,0,4,43,432.0,30.0,143.0,1.0,1096.0,1096.0,1076.0,0.0,1930,330,15.0,1889863766.0,111.0,426.0,10002241.0,2018,0.0
Herut,162,932,759,0,759,0,199,0,0,0,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,21,0,0,0,0,0,30,0,0,0,470,1,0,0,0,0,0,0,4,41,411.0,18.0,141.0,1.0,1309.0,1303.0,1296.0,6.0,1930,310,1.0,1921568301.0,41.0,412.0,15000060.0,2018,0.0
Timmorim,163,636,476,0,476,0,79,0,0,0,13,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,0,0,0,0,0,48,0,0,0,299,1,0,0,4,0,0,0,6,61,611.0,33.0,143.0,1.0,793.0,793.0,786.0,0.0,1954,320,6.0,1771962485.0,70.0,616.0,10001821.0,2018,420.0
Mele'a,164,278,216,1,215,0,13,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,129,0,0,0,21,23,1,0,6,0,0,0,2,23,234.0,8.0,0.0,1.0,379.0,379.0,374.0,0.0,1956,310,1.0,2225471884.0,64.0,204.0,10004394.0,2018,213.0
Nir Yafe,165,408,298,0,298,0,34,0,0,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,116,0,0,0,107,15,0,0,4,0,0,0,2,23,234.0,8.0,0.0,1.0,697.0,697.0,697.0,0.0,1956,310,1.0,2232871942.0,61.0,204.0,10004394.0,2018,213.0
Gan Yavne,166,16360,12192,60,12132,1,908,0,0,0,674,53,5,0,0,0,0,0,0,0,6,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,11,0,2,807,0,22,1,0,0,4615,0,0,0,3962,761,66,0,223,1,0,0,4,44,441.0,99.0,143.0,1.0,23752.0,23683.0,22931.0,69.0,1931,160,0.0,1724863297.0,29.0,429.0,10001821.0,2018,0.0
En HaHoresh,167,694,555,0,555,0,268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,9,0,0,0,271,1,0,0,0,0,0,0,4,41,411.0,16.0,141.0,1.0,827.0,827.0,813.0,0.0,1931,330,15.0,1943869867.0,17.0,409.0,15000060.0,2018,0.0
Kefar Yona,168,15904,11619,51,11568,0,995,0,0,0,502,18,4,0,0,0,0,0,2,0,7,0,0,1,0,0,6,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,10,0,1,635,0,17,0,0,0,3937,0,0,0,4552,552,156,0,167,0,0,0,4,41,411.0,0.0,141.0,1.0,23060.0,23050.0,22470.0,10.0,1932,160,0.0,1937869133.0,20.0,430.0,15000060.0,2018,0.0
Kefar Ya'bez,170,465,369,0,369,0,9,0,0,0,63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,183,0,0,0,34,32,13,0,26,0,0,0,4,41,411.0,18.0,141.0,1.0,644.0,644.0,643.0,0.0,1932,310,2.0,1969468679.0,42.0,412.0,15000060.0,2018,0.0
Pardesiyya,171,4991,3775,7,3768,0,486,0,0,0,178,3,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,134,1,3,0,0,0,908,0,0,0,1901,97,16,0,35,0,0,0,4,41,411.0,99.0,141.0,1.0,5830.0,5828.0,5763.0,2.0,1942,180,0.0,1917869028.0,49.0,457.0,15000060.0,2018,0.0
Giv'at Hayyim(Me'uhad),173,893,672,1,671,0,302,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,1,0,0,0,31,0,0,0,302,1,1,0,2,0,0,0,4,41,411.0,16.0,141.0,1.0,1006.0,1006.0,981.0,0.0,1932,330,15.0,1937069975.0,16.0,409.0,15000060.0,2018,0.0
Neta'im,174,544,415,2,413,0,87,0,0,0,12,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,2,0,0,0,59,0,0,0,228,2,5,0,0,0,0,0,4,44,442.0,27.0,143.0,1.0,618.0,618.0,614.0,0.0,1932,310,1.0,1789265031.0,40.0,456.0,15002488.0,2018,0.0
Avihayil,175,984,733,1,732,0,147,0,0,0,22,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,24,0,0,0,0,0,85,0,0,0,432,7,0,0,1,0,0,0,4,41,411.0,16.0,141.0,1.0,1410.0,1410.0,1375.0,0.0,1932,310,1.0,1880869527.0,20.0,409.0,10002089.0,2018,0.0
Afiqim,176,1082,715,3,712,0,256,0,0,0,11,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,19,0,2,0,0,0,33,0,0,0,377,2,1,0,2,0,0,0,2,22,221.0,6.0,0.0,1.0,1494.0,1490.0,1427.0,4.0,1932,330,15.0,2544973191.0,-202.0,214.0,10004552.0,2018,214.0
Kefar Bilu,177,868,681,1,680,0,133,0,0,0,9,53,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,21,0,0,0,0,0,58,0,0,0,380,6,9,0,5,0,0,0,4,44,441.0,30.0,143.0,1.0,1261.0,1261.0,1246.0,0.0,1932,310,1.0,1836164227.0,50.0,426.0,10002241.0,2018,0.0
Ramat Yohanan,178,828,562,1,561,0,184,0,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0,0,0,30,0,0,0,307,0,2,0,4,0,0,0,3,31,311.0,12.0,222.0,1.0,982.0,982.0,954.0,0.0,1932,330,15.0,2117574431.0,30.0,301.0,10004207.0,2018,0.0
Even Yehuda,182,9906,7512,12,7500,0,1119,0,0,1,255,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,13,0,0,304,0,8,0,0,0,1584,0,0,0,3956,143,52,0,52,0,0,0,4,41,411.0,99.0,141.0,1.0,13700.0,13698.0,13495.0,2.0,1932,170,0.0,1894468643.0,10.0,457.0,15000060.0,2018,0.0
Yarqona,183,311,227,0,227,0,48,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,23,0,0,0,132,1,0,0,0,0,0,0,4,42,421.0,20.0,142.0,1.0,366.0,366.0,365.0,0.0,1932,310,1.0,1904967246.0,25.0,417.0,10002133.0,2018,0.0
Ramat HaKovesh,184,659,526,0,526,1,196,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,19,0,0,0,288,2,0,0,0,0,0,0,4,42,421.0,20.0,141.0,1.0,1098.0,1098.0,1064.0,0.0,1932,330,15.0,1943668046.0,57.0,417.0,10002133.0,2018,0.0
Ne'urim,186,195,73,1,72,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,44,1,0,0,0,0,0,0,4,41,411.0,16.0,141.0,1.0,413.0,406.0,322.0,7.0,1953,340,0.0,1872369785.0,19.0,409.0,15000060.0,2018,0.0
Kefar Hess,187,1051,810,0,810,0,215,0,0,0,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,13,0,1,0,0,0,44,0,0,0,494,1,0,0,1,0,0,0,4,41,411.0,18.0,141.0,1.0,1577.0,1577.0,1564.0,0.0,1933,310,1.0,1939568366.0,60.0,412.0,15000060.0,2018,0.0
Ashdot Ya'aqov(Me'uhad),188,516,345,1,344,0,110,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,49,0,0,0,146,3,0,0,7,0,0,0,2,22,221.0,6.0,0.0,1.0,513.0,509.0,476.0,4.0,1933,330,15.0,2549172982.0,-200.0,214.0,10004552.0,2018,214.0
Kefar Pines,189,376,302,0,302,1,4,0,0,0,208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,50,0,0,0,19,0,3,0,13,0,0,0,3,32,324.0,14.0,0.0,1.0,1020.0,1020.0,1020.0,0.0,1933,310,2.0,2004671000.0,50.0,351.0,10004261.0,2018,0.0
Kefar Vitkin,190,1402,1059,2,1057,0,303,0,0,0,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,0,46,0,0,0,624,0,4,0,1,0,0,0,4,41,411.0,16.0,141.0,1.0,2013.0,2011.0,1994.0,2.0,1933,191,0.0,1887369867.0,7.0,409.0,15000060.0,2018,0.0
Hadar Am,191,511,413,0,413,0,94,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,2,0,0,0,36,0,0,0,248,1,2,0,1,0,0,0,4,41,411.0,16.0,141.0,1.0,693.0,693.0,688.0,0.0,1933,310,10.0,1908869507.0,18.0,409.0,15000060.0,2018,0.0
Kefar HaHoresh,192,479,359,2,357,0,108,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,28,0,0,0,180,1,0,0,5,0,0,0,2,23,237.0,9.0,0.0,1.0,696.0,696.0,677.0,0.0,1933,330,15.0,2258873404.0,318.0,254.0,10004411.0,2018,213.0
Kefar Hayyim,193,422,331,0,331,0,82,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,29,0,0,0,204,0,1,0,0,0,0,0,4,41,411.0,16.0,141.0,1.0,619.0,618.0,616.0,1.0,1933,310,1.0,1908269563.0,14.0,409.0,15000060.0,2018,0.0
Mishmar HaSharon,194,515,348,0,348,1,166,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,13,0,0,0,149,1,1,0,1,0,0,0,4,41,411.0,16.0,141.0,1.0,606.0,606.0,582.0,0.0,1933,330,15.0,1911269590.0,12.0,409.0,15000060.0,2018,0.0
Qadima- Zoran,195,15422,11682,24,11658,0,1433,0,0,1,398,31,4,0,0,0,0,0,0,0,1,0,0,2,1,0,2,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,0,2,618,0,7,1,0,0,2511,0,0,0,5815,618,57,0,128,3,0,0,4,41,411.0,99.0,141.0,1.0,22490.0,22466.0,22056.0,24.0,1933,160,0.0,1926468743.0,30.0,457.0,15000060.0,2018,410.0
Gibbeton,196,260,207,0,207,0,50,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,23,0,0,0,110,0,2,0,2,0,0,0,4,44,441.0,28.0,143.0,1.0,363.0,363.0,360.0,0.0,1933,350,0.0,1811964406.0,37.0,456.0,10002241.0,2018,420.0
Ma'barot,197,738,568,1,567,0,298,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,0,0,15,0,0,0,237,1,1,0,0,0,0,0,4,41,411.0,16.0,141.0,1.0,979.0,979.0,964.0,0.0,1933,330,15.0,1912669668.0,7.0,409.0,15000060.0,2018,0.0
